COMP;REGIAO;UF;MUNICIPIO;MOTIVO_DESABILITACAO;CNES;NOME_ESTABELECIMENTO;RAZAO_SOCIAL;TP_GESTAO;CO_TIPO_UNIDADE;DS_TIPO_UNIDADE;NATUREZA_JURIDICA;DESC_NATUREZA_JURIDICA;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;NU_TELEFONE;NO_EMAIL;LEITOS_EXISTENTES;LEITOS_SUS;UTI_TOTAL_EXIST;UTI_TOTAL_SUS;UTI_ADULTO_EXIST;UTI_ADULTO_SUS;UTI_PEDIATRICO_EXIST;UTI_PEDIATRICO_SUS;UTI_NEONATAL_EXIST;UTI_NEONATAL_SUS;UTI_QUEIMADO_EXIST;UTI_QUEIMADO_SUS;UTI_CORONARIANA_EXIST;UTI_CORONARIANA_SUS
202405;SUDESTE;SP;SAO PAULO;;2078627;DAY HOSPITAL DE ERMELINO MATARAZZO;DAY HOSPITAL DE ERMELINO MATARAZZO SC LTDA;M;5;HOSPITAL GERAL;2062;HOSPITAL_PRIVADO;AV ABEL TAVARES;2576;PROX ESTACAO DE TREM;ERMELINO MATARAZZO;3810110;(11) 3488-5400;comercial@hsaomiguel.com.br;68;0;9;0;9;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2078635;HOSPITAL ITAQUERA;GRUPO ITASA LIFE LTDA;M;5;HOSPITAL GERAL;2240;HOSPITAL_PRIVADO;RUA JOSE OITICICA FILHO;123;;ITAQUERA;8210510;;;120;0;10;0;10;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2079089;HOSP 9 DE JULHO;HOSPITAL 9 DE JULHO SA;M;5;HOSPITAL GERAL;2054;HOSPITAL_PRIVADO;RUA PEIXOTO GOMIDE;625;;BELA VISTA;1409902;(11)32533411;;224;0;44;0;44;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2079127;HOSPITAL SIRIO LIBANES;SOCIEDADE BENEFICENTE DE SENHORAS HOSPITAL SIRIO LIBANES;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;RUA DONA ADMA JAFET;91;;CERQUEIRA CESAR;1308050;1133943801;assuntos.regulatorio@hsl.org.br;469;14;102;0;30;0;6;0;0;0;0;0;66;0
202405;SUDESTE;SP;SAO PAULO;;2079186;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;SECRETARIA MUNICIPAL DA SAUDE;M;7;HOSPITAL ESPECIALIZADO;1031;HOSPITAL_PÚBLICO;DEPUTADO EMILIO CARLOS;3100;;VILA NOVA CACHOEIRIN;2721000;(1139861234 / 1085;hmvncdiretoriatecnica@prefeitura.sp.gov.br;192;192;37;37;7;7;0;0;30;30;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2079240;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;E;5;HOSPITAL GERAL;1023;HOSPITAL_PÚBLICO;AV MIGUEL ACHIOLE DA FONSECA;135;;JARDIM SAO PAULO;8461110;(11) 2557-6972;hgg-diretoria@saude.sp.gov.br;253;249;28;28;20;20;0;0;8;8;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2079445;HOSPITAL SANTA ISABEL;HOSPITAL SANTA ISABEL;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;R DONA VERIDIANA;311;;VILA BUARQUE;1238010;(11)2176-1422;silvio.cardenuto@hsi.org.br;103;2;25;0;25;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2079542;MATERNIDADE SANTA JOANA;HOSPITAL E MATERNIDADE SANTA JOANA SA;M;7;HOSPITAL ESPECIALIZADO;2054;HOSPITAL_PRIVADO;RUA DO PARAISO;432;;PARAISO;4103000;115080-6000;contabilidade@santajoana.com.br;321;0;110;0;10;0;0;0;100;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080125;INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO;INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO;E;7;HOSPITAL ESPECIALIZADO;3999;HOSPITAL_FILANTRÓPICO;RUA DR CESARIO MOTA JUNIOR;112;;VILA BUARQUE;1221020;(11) 3367-3844;ctravasos@doutorarnaldo.org;80;80;8;8;8;8;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080168;HOSPITAL DA CRIANCA;REDE DOR SAO LUIZ S A;M;7;HOSPITAL ESPECIALIZADO;2046;HOSPITAL_PRIVADO;RUA DAS PEROBAS;295;PREDIO;JABAQUARA;4321120;(11)30467797;licenciamentosp@rededor.com.br;71;0;20;0;20;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080346;HOSP MUN DR CARMINO CARICCHIO;PREFEITURA DO MUNICIPIO DE SAO PAULO;M;5;HOSPITAL GERAL;1031;HOSPITAL_PÚBLICO;AV CELSO GARCIA;4815;;TATUAPE;3063000;(11) 33947001;hmcc@prefeitura.sp.gov.br;392;385;82;75;58;58;10;7;10;6;4;4;0;0
202405;SUDESTE;SP;SAO PAULO;;2080494;HOSPITAL DA CRUZ VERMELHA BRASILEIRA;CRUZ VERMELHA BRASILEIRA FILIAL DO ESTADO DE SAO PAULO;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;AVENIDA MOREIRA GUIMARAES;699;;INDIANOPOLIS;4074031;5056-8674/5056-8710;secretaria@cruzvermelhasp.org.br;40;0;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080575;HOSPITAL BP;REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;MAEST CARDIM;769;;LIBERDADE;1323900;;;887;252;243;65;195;50;48;15;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080583;HOSP MUN TIDE SETUBAL;PREFEITURA DO MUNICIPIO DE SAO PAULO;M;5;HOSPITAL GERAL;1031;HOSPITAL_PÚBLICO;RUA DR JOSE GUILHERME EIRAS;123;;SAO MIGUEL PAULISTA;8010220;(11)33948770;cavelucci@prefeitura.sp.gov.br;207;193;46;32;29;17;10;10;7;5;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080788;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;SECRETARIA MUNICIPAL DA SAUDE;M;5;HOSPITAL GERAL;1031;HOSPITAL_PÚBLICO;ALVES MALDONADO;S/N;;VILA NHOCUNE;3558050;;;48;48;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080796;HOSP MAT SAO CRISTOVAO;ASSOCIACAO DE BENEFICENCIA E FILANTROPIA SAO CRISTOVAO;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;RUA AMERICO VENTURA;123;;ALTO DA MOOCA;3128020;11 20297416;ctb@saocristovao.com.br;307;0;50;0;30;0;10;0;10;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080818;HOSPITAL SAMARITANO;ESHO EMPRESA DE SERVICOS HOSPITALARES S A;M;5;HOSPITAL GERAL;2054;HOSPITAL_PRIVADO;RUA CONSELHEIRO BROTERO;1486;;HIGIENOPOLIS;1232010;(11) 3821-5550;legalizacaobr@uhgbrasil.com.br;314;0;73;0;48;0;15;0;10;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2080974;HOSP PAULISTA DE OTORRINOLARINGOLOGIA;HOSPITAL PAULISTA LTDA;M;7;HOSPITAL ESPECIALIZADO;2062;HOSPITAL_PRIVADO;RUA DR DIOGO DE FARIA;780;;VIL CLEMENTINO;4037002;(11)50878700;hosppaulista @ . com. br;44;0;2;0;1;0;1;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2081288;HOSPITAL DO CORACAO;ASSOCIACAO BENEFICENTE SIRIA;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;RUA DESEMBARGADOR ELISEU GUILHERME;123;;PARAISO;4004030;(11)30536611;fiscal@hcor.com.br;292;5;65;0;36;0;12;0;4;0;0;0;13;0
202405;SUDESTE;SP;SAO PAULO;;2081741;HOSPITAL SBC;ASSOCIACAO DE ASSISTENCIA MUTUA A SAUDE SBC;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;BLUMENAU;320;;V LEOPOLDINA;5319020;011 21972400;dp@saudesbc.com.br;32;0;6;0;6;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2081970;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;SECRETARIA MUNICIPAL DA SAUDE;M;5;HOSPITAL GERAL;1031;HOSPITAL_PÚBLICO;FRANCISCO DE PAULA QUINTANILHA RIBEIRO;860;;JABAQUARA;4330902;;;207;198;42;33;30;21;8;8;4;4;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2082225;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;E;5;HOSPITAL GERAL;1023;HOSPITAL_PÚBLICO;AV ELISIO TEIXEIRA LEITE;6999;;PARADA DE TAIPAS;2810000;(11)39730400;expedientedtd@hgtaipas.com.br;264;247;30;29;10;10;14;13;6;6;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2082314;HOSP ALBERT SABIN;LAPA ASSISTENCIA MEDICA LTDA;M;5;HOSPITAL GERAL;2062;HOSPITAL_PRIVADO;RUA BRIGADEIRO GAVIAO PEIXOTO;123;;LAPA;5078000;(11)38384655;a.eva@hasabin.com.br;80;0;25;0;16;0;0;0;0;0;0;0;9;0
202405;SUDESTE;SP;SAO PAULO;;2082535;HOSPITAL SANTA RITA;CASA DE SAUDE SANTA RITA S A;M;5;HOSPITAL GERAL;2054;HOSPITAL_PRIVADO;RUA CUBATAO;1190;;VILA MARIANA;4013004;1159086000;gomes@hospitalsantarita.com.br;132;0;12;0;12;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2082624;HOSPITAL JAPONES SANTA CRUZ;SOCIEDADE BRASILEIRA E JAPONESA DE BENEFICIENCIA SANTA CRUZ;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;R SANTA CRUZ;398;;VILA MARIANA;4122000;(11)50802000;coordclinica@hospitalsantacruz.com;168;30;30;10;30;10;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2082829;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;PREFEITURA DO MUNICIPIO DE SAO PAULO;M;5;HOSPITAL GERAL;1031;HOSPITAL_PÚBLICO;ALAMEDA RODRIGO DE BRUM;1989;;VILA PARANAGUA;3807230;(11)33948030;VOSILVA@PREFEITURA.SP.GOV.BR;286;256;50;44;30;30;10;6;10;8;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2084139;HOSP MUN J IVA BENEDITO MONTENEGRO;SECRETARIA MUNICIPAL DA SAUDE;M;5;HOSPITAL GERAL;1031;HOSPITAL_PÚBLICO;ANTONIO LAZARO;226;;JARDIM IVA;3921080;11 11111111;DTRFORNACIARI@PREFEITURA.SP.GOV.BR;54;45;8;0;8;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2084333;HOSP IGESP PAULISTA;IGESP SA CENTRO MEDICO E CIRURGICO INST GASTROENT DE SP;M;5;HOSPITAL GERAL;2054;HOSPITAL_PRIVADO;SILVIA;276;;BELA VISTA;1331010;;mara@hospitaligesp.com.br;220;0;52;0;52;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2084368;HOSPITAL E MATERNIDADE NOSSA SENHORA DO ROSARIO;NOTRE DAME INTERMEDICA SAUDE S A;M;5;HOSPITAL GERAL;2054;HOSPITAL_PRIVADO;DR EDSON DE MELO;357;;VILA MARIA ALTA;2122080;1131552072;;73;0;20;0;10;0;0;0;10;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2084376;HOSPITAL PAULISTANO;ESHO EMPRESA DE SERVICOS HOSPITALARES S A;M;5;HOSPITAL GERAL;2054;HOSPITAL_PRIVADO;RUA MARTINIANO DE CARVALHO;741;;BELA VISTA;1321001;(11) 3016-1000;;165;0;20;0;20;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2084473;HOSP MUN DR IGNACIO PROENCA DE GOUVEA;PREFEITURA DO MUNICIPIO DE SAO PAULO;M;5;HOSPITAL GERAL;1031;HOSPITAL_PÚBLICO;RUA JUVENTUS;562;;MOOCA;3124020;(11) 33947810;carlosgonnelli@yahoo.com.br;129;112;33;16;25;12;0;0;8;4;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2088495;INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA IDPC SAO PAULO;FUNDACAO ADIB JATENE;E;7;HOSPITAL ESPECIALIZADO;3069;HOSPITAL_FILANTRÓPICO;AV DR DANTE PAZZANESE;500;;IBIRAPUERA;4012180;(11) 5549-1538;faturamentofaj@uol.com.br;402;386;103;100;82;80;21;20;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2088517;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;E;7;HOSPITAL ESPECIALIZADO;1023;HOSPITAL_PÚBLICO;RUA SIQUEIRA BUENO;1757;;AGUA RASA;3173010;(11) 2603-5343;hicf.dtd@ig.com.br;114;108;26;26;0;0;20;20;6;6;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2088576;HOSPITAL DE TRANSP DO EST DE SP EURYCLIDES DE JESUS ZERBINI;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;E;5;HOSPITAL GERAL;1023;HOSPITAL_PÚBLICO;AV BRIGADEIRO LUIZ ANTONIO;2651;;JARDIM PAULISTA;1401901;(11) 3170-6329;hospital.brigadeiro@.ig.com.br;168;168;21;21;16;16;5;5;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089084;HOSP RUBEM BERTA;ADLM SERVICOS MEDICOS LTDA;M;7;HOSPITAL ESPECIALIZADO;2240;HOSPITAL_PRIVADO;RUBEM BERTA;1100;;INDIANOPOLIS;4074000;;;57;0;1;0;1;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089203;CASA DE SAUDE DE SAO JOAO DE DEUS;ASSOCIACAO HOSPITALEIRA DE ASSISTENCIA SOCIAL;M;7;HOSPITAL ESPECIALIZADO;3999;HOSPITAL_FILANTRÓPICO;EST TURISTICA DO JARAGUA;2365;;PIRITUBA;5161000;(11)39041993;DIRETORIAOHBRASIL@UOL.COM.BR;144;0;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089238;HOSPITAL ALVORADA MOEMA;HOSPITAL ALVORADA TAGUATINGA LTDA;M;5;HOSPITAL GERAL;2062;HOSPITAL_PRIVADO;AVENIDA IBIRAPUERA;1942;;INDIANOPOLIS;4028001;(11) 3375-3258;renata.filomeno@uhgbrasil.com.br;148;0;30;0;20;0;10;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089483;HOSPITAL E MATERNIDADE SAO RAFAEL SP;CENTRO MEDICO ESPECIALIZADO S C LTDA;M;5;HOSPITAL GERAL;2062;HOSPITAL_PRIVADO;ECA DE QUEIROZ;391;385;VILA MARIANA;4011032;11 59085400;s.financeiro@hsaorafael.com.br;59;0;3;0;3;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089564;HOSP MAT 8 DE MAIO;HOSPITAL E MATERNIDADE 8 DE MAIO LTDA;M;5;HOSPITAL GERAL;2062;HOSPITAL_PRIVADO;RUA RAFAEL MONTEIRO VALEIRO;18;;ITAIM PAULISTA;8140020;(11)65610908;hospitaloitodemaio@terra.com.b;28;0;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089572;ASSOC CRUZ VERDE;ASSOCIACAO CRUZ VERDE;M;7;HOSPITAL ESPECIALIZADO;3999;HOSPITAL_FILANTRÓPICO;RUA DR DIOGO DE FARIA;695;;VILA CLEMENTINO;4037002;(11)55797335;cruzverde@cruzverde.org.br;204;204;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089599;HOSPITAL SAO LUIZ JABAQUARA;REDE DOR SAO LUIZ S A;M;5;HOSPITAL GERAL;2046;HOSPITAL_PRIVADO;RUA DAS PEROBAS;344;;JABAQUARA;4321120;1130467797;licenciamentosp@rededor.com.br;159;0;50;0;50;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089602;HOSPITAL SEPACO;SERV SOCIAL DA IND DO PAPEL PAPELAO E CORT DO ESTADO DE SP;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;VERGUEIRO;4210;;VILA MARIANA;4102900;;;259;19;100;0;40;0;30;0;30;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089610;HOSP EDMUNDO VASCONCELOS;FUNDACAO INST DE MOLESTIAS DO APARELHO DIGEST E DA NUTRICAO;M;5;HOSPITAL GERAL;3069;HOSPITAL_FILANTRÓPICO;RUA BORGES LAGOA;1450;;VIL CLEMENTINO;4038905;(11) 5080 4000;ditetoria@hospitaledmundovasco;157;0;17;0;10;0;7;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089653;HOSPITAL NEXT BUTANTA;HOSPITAL ALVORADA TAGUATINGA LTDA;M;5;HOSPITAL GERAL;2062;HOSPITAL_PRIVADO;AV PROF FRANCISCO MORATO;719;;BUTANTA;5513000;(11)30942300;legalizacaobr@amil.com.br;128;0;20;0;20;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089661;HOSP PS NOVA IGUATEMI;HOSPITAL PS NOVA IGUATEMI SC LTDA;M;5;HOSPITAL GERAL;2240;HOSPITAL_PRIVADO;AVN RAGUEB CHOHFI;3315;PRQ BOA ESPERANCA;SAO MATEUS;8375000;(11) 2731-6732;;15;0;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089696;HOSPITAL GRAACC INSTITUTO DE ONCOLOGIA PEDIATRICA IOP;GRUPO DE APOIO AO ADOLESCENTE E A CRIANCA COM CANCER GRAAC;M;7;HOSPITAL ESPECIALIZADO;3999;HOSPITAL_FILANTRÓPICO;RUA PEDRO DE TOLEDO;572;;VILA CLEMENTINO;4039001;(11)50808400;iopepm@graacc.org.br;102;70;19;8;0;0;19;8;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2089777;HOSPITAL NIPO BRASILEIRO;BENEFICENCIA NIPO BRASILEIRA DE SAO PAULO;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;RUA PISTOIA;100;;PARQUE NOVO MUNDO;2189000;(11)26332200;ed.carlos@hospitalnipo.org.br;245;0;50;0;30;0;0;0;10;0;0;0;10;0
202405;SUDESTE;SP;SAO PAULO;;2089785;HOSPITAL DO RIM E HIPERTENSAO;FUNDACAO OSWALDO RAMOS;M;7;HOSPITAL ESPECIALIZADO;3069;HOSPITAL_FILANTRÓPICO;RUA BORGES LAGOA;960;;VILA CLEMENTINO;4038002;(11)50878000;hospital@hrim.com.br;151;146;16;16;16;16;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2091313;HOSPITAL REGIONAL SUL SAO PAULO;SECRETARIA DE ESTADO DA SAUDE SAO PAULO;E;5;HOSPITAL GERAL;1023;HOSPITAL_PÚBLICO;RUA GENERAL ROBERTO ALVES DE CARVALHO FILHO;270;;SANTO AMARO;4744000;(11) 5694-8259;regionalsulrh@gmail.com;212;209;34;31;17;14;7;7;10;10;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2091356;HOSPITAL VITAL BRAZIL SAO PAULO;INSTITUTO BUTANTAN;E;7;HOSPITAL ESPECIALIZADO;1023;HOSPITAL_PÚBLICO;AV VITAL BRAZIL;1500;;BUTANTA;5503900;(11)37267962;hospital@butantan.gov.br;11;11;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2091399;ASSOCIACAO NOSSA SENHORA DO PARI;ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL N SRA DO PARI;M;7;HOSPITAL ESPECIALIZADO;3999;HOSPITAL_FILANTRÓPICO;RUA HANEMANN;234;;CANINDE;3031040;33226500 / 33226501;diretoria@hpari.com.br;58;58;12;12;12;12;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2091550;INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA;INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;RUA PASCOAL MOREIRA;450;;MOOCA;3117000;;patriciasilva@cemahospital.com.br;31;31;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2091585;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;E;5;HOSPITAL GERAL;1023;HOSPITAL_PÚBLICO;RUA MANOEL FRANCA DOS SANTOS;174;;JARDIM SAPOPEMBA;3975130;(11) 2014-6000;secretaria@hesap.org.br;162;162;30;30;20;20;0;0;10;10;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2091755;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;E;5;HOSPITAL GERAL;1023;HOSPITAL_PÚBLICO;AV MINISTRO PETRONIO PORTELA;1642;;JARDIM IRACEMA;2802120;(11) 3976-9911;diretoria-hgvp@saude.sp.gov.br;169;160;35;35;20;20;5;5;4;4;6;6;0;0
202405;SUDESTE;SP;SAO PAULO;;2091763;HOSP VERA CRUZ;HOSPITAL VERA CRUZ LTDA;M;7;HOSPITAL ESPECIALIZADO;2240;HOSPITAL_PRIVADO;R ALTO PARAGUAI;362;;J MODELO;2238240;11 21987222;vc@clinicaveracruz.com.br;130;0;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2091801;HOSPITAL CENTRAL DE GUAIANASES;HOSPITAL E PRONTO SOCORRO COMUNITARIO VILA IOLANDA LTDA;M;5;HOSPITAL GERAL;2062;HOSPITAL_PRIVADO;RUA CABO JOSE TEIXEIRA;189;;GUAIANAZES;8451010;(11) 25515151;licenciamentosp@rededor.com.br;95;0;13;0;13;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2680785;HOSPITAL LUZ SANTO AMARO;HOSPITAL ALVORADA TAGUATINGA LTDA;M;5;HOSPITAL GERAL;2062;HOSPITAL_PRIVADO;RUA BARAO DO RIO BRANCO;555;;SANTO AMARO;4753001;11-21850500;cadastro@formaarquiteturalegal.com.br;70;0;10;0;10;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688514;HOSPITAL PSIQUIATRICO DE VILA MARIANA;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;E;7;HOSPITAL ESPECIALIZADO;1023;HOSPITAL_PÚBLICO;RUA MAJOR MARAGLIANO;241;287;VILA MARIANA;4017030;(11) 3466-2100;gustavo.barros@caismvm.spdm.org.br;77;77;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688522;CASA DE DAVID SAO PAULO;CASA DE DAVID TABERNACULO ESPIRITA PARA EXCEPCIONAIS;E;7;HOSPITAL ESPECIALIZADO;3999;HOSPITAL_FILANTRÓPICO;RODOVIA FERNAO DIAS;82;KM 82;PARQUE EDU CHAVES;2284000;(11) 2453-6600;faturamento@casadedavid.org.br;281;265;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688565;HOSPITAL SAO CAMILO POMPEIA;SOCIEDADE BENEFICENTE SAO CAMILO;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;AV POMPEIA;1178;;POMPEIA;5022001;(11)36774503;eliezer.soares@hospitalsaocamilosp.org.br;292;0;60;0;50;0;10;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688573;HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;E;5;HOSPITAL GERAL;1023;HOSPITAL_PÚBLICO;AV DEPUTADO EMILIO CARLOS;3000;;VILA NOVA CACHOEIRIN;2720200;(11) 3859-4822;hgvnc@saude.sp.gov.br;200;195;30;30;30;30;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688581;HOSPITAL GERIATRICO E DE CONVALESCENTES D PEDRO II;IRMANDADE SANTA CASA DE MISERICORDIA DE SAO PAULO;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;AV GUAPIRA;2674;;JACANA;2265002;(11)21761200;dir.clinica@santacasasp.org.br;457;457;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688603;HOSPITAL SANTA CATARINA;ASSOCIACAO CONGREGACAO DESANTA CATARINA;M;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;PAULISTA;200;;BELA VISTA;1310000;;;330;0;85;0;69;0;16;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688611;SAO LUIZ UNIDADE ITAIM;REDE D OR SAO LUIZ S A;M;5;HOSPITAL GERAL;2046;HOSPITAL_PRIVADO;RUA DR ALCEU DE CAMPOS RODRIGUES;95;;VILA NOVA CONCEICAO;4544000;(11)30401100;licenciamentosp@rededor.com.br;274;0;50;0;18;0;0;0;32;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688638;INST SUEL ABUJAMRA;INSTITUTO SUEL ABUJAMRA;M;7;HOSPITAL ESPECIALIZADO;3999;HOSPITAL_FILANTRÓPICO;RUA TAMANDARE;693;CONJUNTO 66;ACLIMACAO;1525001;11 37773026;institutosuel@institutosuel.org.br;16;16;0;0;0;0;0;0;0;0;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2688689;SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO;IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO;E;5;HOSPITAL GERAL;3999;HOSPITAL_FILANTRÓPICO;RUA DR CESARIO MOTA JUNIOR;112;;VILA BUARQUE;1221020;(11) 2176-7000;rogerio.pecchini@santacasasp.org.br;1086;1078;96;88;63;55;18;18;15;15;0;0;0;0
202405;SUDESTE;SP;SAO PAULO;;2752077;HOSP DO SERV PUB MUNICIPAL HSPM;HOSPITAL DO SERVIDOR PUBLICO MUNICIPAL;M;5;HOSPITAL GERAL;1120;HOSPITAL_PÚBLICO;CASTRO ALVES;60;;LIBERDADE;1532000;;;203;14;38;14;30;10;4;0;4;4;0;0;0;0
